sample_id,date,region,community,water_source,season,temperature_c,rainfall_mm,ph_level,turbidity_ntu,dissolved_oxygen_mg_l,nitrate_mg_l,coliform_count_cfu,lead_ppm,disease_cases_reported,disease_risk_score,risk_category
WQ-21192,2024-09-04,South West,South William,Lake,Dry,26.6,79.0,8.57,10.35,5.9,10.84,72,0.066,1,18.0,Low
WQ-21193,2024-03-06,South West,Scottmouth,Tap,Dry,23.9,45.7,7.31,10.19,4.8,15.58,242,0.02,2,13.5,Low
WQ-21194,2022-11-24,North East,Brendaborough,Borehole,Rainy,27.5,27.0,5.6,18.52,5.1,14.11,260,0.075,3,21.2,Low
WQ-21195,2025-08-27,South East,South Kara,Tap,Rainy,20.7,13.2,6.38,4.93,4.94,25.62,246,0.014,2,12.2,Low
WQ-21196,2022-02-14,South East,Phillipmouth,Well,Rainy,35.6,17.5,5.35,5.72,6.54,19.95,217,0.054,6,15.9,Low
WQ-21197,2022-05-19,South East,New Alexachester,Tap,Dry,27.2,84.8,7.29,17.59,6.3,15.24,83,0.026,0,16.9,Low
WQ-21198,2024-04-16,South West,Schwartzview,Well,Dry,31.9,13.7,7.91,9.39,6.28,14.55,159,0.024,0,12.0,Low
WQ-21199,2025-10-21,North East,South Melissa,Well,Dry,28.5,43.9,6.71,2.88,6.76,12.12,8,0.037,1,8.7,Low
WQ-21200,2023-01-19,North East,Williamsborough,Borehole,Rainy,21.9,6.3,6.73,22.14,5.97,27.16,207,0.018,3,17.8,Low
WQ-21201,2025-08-26,North Central,East Kristen,Borehole,Rainy,31.1,60.2,8.88,4.3,7.26,29.92,10,0.02,1,15.7,Low
WQ-21202,2022-05-22,North Central,New Peterbury,Borehole,Rainy,27.1,11.1,6.71,10.21,8.8,12.46,255,0.085,5,15.3,Low
WQ-21203,2023-08-03,North Central,Scotttown,Lake,Rainy,26.0,102.9,5.58,12.89,6.2,18.59,23,0.012,4,17.5,Low
WQ-21204,2022-01-14,North West,North Danielle,Well,Dry,22.6,53.5,8.38,11.26,3.52,26.35,121,0.023,1,17.6,Low
WQ-21205,2022-05-12,North Central,South Angieside,Lake,Rainy,26.7,23.1,7.11,11.91,6.78,2.78,229,0.098,1,14.8,Low
WQ-21206,2023-06-04,South West,East Jimmychester,River,Rainy,22.1,47.6,9.47,17.04,6.79,8.65,138,0.046,2,19.7,Low
WQ-21207,2022-07-18,North West,New Stephanie,Borehole,Rainy,24.4,31.6,6.32,4.03,6.68,0.52,116,0.066,1,9.8,Low
WQ-21208,2023-11-13,South South,Cruzport,Well,Rainy,18.3,63.6,10.15,4.29,5.7,22.19,52,0.071,4,20.5,Low
WQ-21209,2025-07-03,North East,Fullertown,Tap,Dry,25.0,45.0,5.03,7.07,4.28,14.31,43,0.012,3,12.9,Low
WQ-21210,2025-05-30,North East,Youngport,River,Rainy,21.4,3.3,4.96,0.47,5.08,14.39,243,0.002,5,9.9,Low
WQ-21211,2025-07-04,South South,New Kathryn,River,Dry,24.8,2.9,7.5,7.57,5.24,8.3,54,0.081,2,11.2,Low
WQ-21212,2024-02-19,North East,Brianfort,River,Dry,26.2,23.0,6.98,5.47,4.19,0.3,10,0.022,0,4.8,Low
WQ-21213,2025-05-08,South East,West Amandaton,Tap,Dry,25.7,3.9,7.09,12.19,4.98,14.6,28,0.006,0,8.5,Low
WQ-21214,2023-02-22,South South,Currymouth,Rainwater,Rainy,27.1,66.2,8.12,9.49,6.93,23.88,247,0.057,2,19.9,Low
WQ-21215,2025-11-20,North West,Courtneyburgh,River,Rainy,29.1,42.3,6.86,22.78,8.64,14.16,287,0.066,1,20.8,Low
WQ-21216,2022-09-07,North Central,South Marieside,Tap,Dry,25.0,11.8,6.95,6.17,9.42,12.98,204,0.031,4,9.6,Low
WQ-21217,2024-10-22,North East,Toddbury,Lake,Rainy,28.9,43.4,6.97,5.82,7.44,27.72,49,0.033,2,12.5,Low
WQ-21218,2022-09-05,South South,Weissside,Borehole,Dry,25.2,40.1,5.04,11.27,6.7,6.31,146,0.07,3,17.2,Low
WQ-21219,2022-10-03,North West,Jacobmouth,Well,Rainy,26.5,94.4,8.56,11.15,8.33,1.09,39,0.049,3,15.7,Low
WQ-21220,2022-01-03,North West,Wilsonchester,Rainwater,Dry,20.7,17.7,5.81,6.78,5.25,9.61,174,0.048,2,12.5,Low
WQ-21221,2023-02-22,South South,Joelville,Tap,Dry,26.3,10.9,6.98,24.65,6.59,5.27,181,0.03,1,14.6,Low
WQ-21222,2022-07-07,North Central,Rickeyfurt,Borehole,Rainy,27.3,38.4,6.69,26.55,7.09,11.59,245,0.061,4,21.1,Low
WQ-21223,2023-09-25,South South,New Michael,Rainwater,Dry,27.8,33.2,6.48,1.26,5.47,25.0,266,0.017,1,11.9,Low
WQ-21224,2022-05-15,North Central,North Marie,Borehole,Dry,25.6,23.6,6.93,10.48,7.13,28.79,61,0.006,1,12.0,Low
WQ-21225,2022-09-09,South West,New Kerristad,River,Rainy,30.5,15.9,8.03,0.5,6.48,0.43,129,0.035,1,6.6,Low
WQ-21226,2024-05-20,North Central,East Gregoryshire,Rainwater,Dry,24.4,56.5,6.27,20.2,4.95,2.86,161,0.035,1,16.2,Low
WQ-21227,2025-12-19,South West,Saraton,Borehole,Dry,29.6,53.5,6.56,25.49,6.11,10.72,112,0.049,1,19.4,Low
WQ-21228,2024-08-23,North East,Robinsonhaven,Lake,Rainy,25.3,51.0,6.54,23.45,8.93,7.79,1,0.017,4,14.9,Low
WQ-21229,2024-06-17,North West,Johnstonhaven,Tap,Rainy,30.5,5.9,5.85,0.18,6.08,23.86,97,0.025,0,10.0,Low
WQ-21230,2023-08-06,South South,North Olivia,Borehole,Dry,27.1,89.4,6.72,6.61,5.77,23.95,57,0.014,2,13.7,Low
WQ-21231,2024-06-11,South South,North Matthew,River,Dry,27.0,17.0,4.98,10.97,7.89,20.59,288,0.087,2,21.4,Low
WQ-21232,2025-11-25,North East,Gonzalezburgh,Lake,Dry,26.5,27.8,8.27,19.52,9.4,0.01,180,0.033,0,15.1,Low
WQ-21233,2024-01-21,North West,East Trevorport,Rainwater,Dry,30.0,44.4,8.3,17.72,5.23,20.71,77,0.024,1,17.9,Low
WQ-21234,2025-03-26,North West,Port David,Tap,Rainy,26.7,29.0,6.52,11.17,9.1,26.95,285,0.031,6,16.8,Low
WQ-21235,2024-06-19,North Central,Ryanmouth,Rainwater,Rainy,26.1,40.8,7.73,26.79,5.4,21.24,238,0.046,4,23.0,Low
WQ-21236,2024-10-02,North West,Lake Richard,Tap,Dry,23.7,44.7,8.17,2.33,7.49,6.82,52,0.012,2,8.1,Low
WQ-21237,2023-11-16,South East,Pattersonstad,Borehole,Rainy,31.4,39.3,7.89,11.73,8.94,5.42,217,0.025,1,13.0,Low
WQ-21238,2023-06-02,South East,Ayalashire,Well,Rainy,29.9,25.7,6.47,9.91,5.86,3.83,114,0.024,3,9.5,Low
WQ-21239,2023-06-21,North East,Robertfurt,River,Dry,23.8,19.1,8.73,13.71,4.76,8.75,209,0.097,2,19.5,Low
WQ-21240,2023-04-22,South East,Davidshire,Rainwater,Rainy,31.0,22.9,8.56,17.47,6.03,24.95,332,0.122,3,26.8,Low
WQ-21241,2023-10-29,North Central,West Robertborough,Rainwater,Dry,23.6,50.2,5.04,8.56,8.41,15.85,102,0.023,1,15.3,Low
WQ-21242,2022-01-04,South South,Herbertshire,Rainwater,Rainy,34.3,60.9,7.6,5.49,4.73,19.73,210,0.036,3,14.6,Low
WQ-21243,2025-12-11,South South,Joseton,Rainwater,Dry,30.5,57.3,5.92,20.35,4.72,22.65,60,0.013,3,18.6,Low
WQ-21244,2024-03-05,South West,North Heathermouth,Lake,Dry,27.0,27.9,8.04,5.36,7.15,17.03,127,0.052,1,13.4,Low
WQ-21245,2022-04-17,North East,Stevenmouth,Well,Dry,29.2,62.1,6.69,9.9,6.07,19.63,213,0.072,1,18.0,Low
WQ-21246,2022-11-19,South South,Valerieberg,River,Rainy,21.1,26.5,5.89,1.07,6.23,9.43,156,0.055,1,10.8,Low
WQ-21247,2023-05-31,North Central,North Jeffreyview,Well,Dry,23.0,23.2,8.35,17.53,9.33,34.13,11,0.003,0,17.6,Low
WQ-21248,2022-10-25,North Central,New Laura,Borehole,Rainy,32.4,105.6,7.98,17.58,4.69,22.86,0,0.046,2,21.3,Low
WQ-21249,2025-01-10,North Central,Davisshire,Tap,Dry,26.4,30.1,7.55,21.1,5.41,14.66,200,0.007,4,15.9,Low
WQ-21250,2025-09-11,North Central,Perezland,Borehole,Dry,29.8,37.6,7.09,17.24,9.12,10.18,119,0.074,2,16.4,Low
WQ-21251,2023-05-04,South South,Lake Mark,Rainwater,Rainy,34.3,24.2,9.71,23.22,8.2,10.7,145,0.082,3,24.1,Low
WQ-21252,2023-08-07,South West,Schneidershire,River,Dry,22.6,19.3,8.17,9.58,7.35,15.23,89,0.006,3,11.2,Low
WQ-21253,2025-09-13,South East,New Laura,Borehole,Rainy,21.4,8.9,7.49,22.42,6.91,4.12,224,0.015,3,13.8,Low
WQ-21254,2024-08-31,North East,East Robert,Well,Rainy,17.0,10.7,7.47,24.4,5.13,20.27,241,0.039,4,19.5,Low
WQ-21255,2023-01-24,North East,Meganbury,Rainwater,Dry,26.8,43.3,8.24,6.61,6.75,16.9,89,0.014,1,12.3,Low
WQ-21256,2022-12-28,North Central,Lake Tonyland,Tap,Rainy,29.4,12.6,9.14,15.03,8.15,16.14,258,0.049,1,19.4,Low
WQ-21257,2025-08-12,South South,Stewarthaven,Borehole,Rainy,26.9,8.2,6.26,2.26,6.09,12.98,35,0.101,1,12.0,Low
WQ-21258,2024-07-25,South South,Lake Stacyhaven,Well,Dry,26.6,13.4,7.37,19.61,9.24,3.27,162,0.079,2,16.0,Low
WQ-21259,2022-06-19,North East,Hernandezmouth,Well,Dry,21.9,34.3,7.38,11.01,4.43,12.98,177,0.078,0,15.8,Low
WQ-21260,2025-07-09,South South,Port Noahmouth,Borehole,Rainy,27.6,47.2,7.76,3.12,5.08,12.77,228,0.005,3,10.2,Low
WQ-21261,2023-07-20,South East,Port Frank,Lake,Dry,26.5,82.4,4.87,11.26,5.84,26.18,149,0.027,1,21.0,Low
WQ-21262,2025-12-19,South East,Amberberg,Rainwater,Rainy,24.9,12.4,7.82,2.18,4.76,13.05,218,0.014,1,8.7,Low
WQ-21263,2022-05-05,South East,Bryantton,Well,Rainy,25.4,47.6,7.21,12.7,3.37,4.48,115,0.013,1,10.4,Low
WQ-21264,2022-11-08,North Central,West Thomas,Well,Rainy,28.5,38.9,6.22,17.98,6.71,2.97,164,0.069,4,16.8,Low
WQ-21265,2022-03-23,South West,Lake Robin,River,Rainy,29.9,15.6,7.53,2.77,7.79,0.96,118,0.038,0,6.6,Low
WQ-21266,2024-02-06,South South,Corybury,Lake,Rainy,27.2,36.9,8.04,9.57,5.87,17.16,40,0.006,1,11.7,Low
WQ-21267,2022-03-13,South East,Kristiebury,Tap,Dry,25.9,15.1,7.45,19.46,7.37,9.78,70,0.045,3,14.4,Low
WQ-21268,2025-11-23,North Central,North Kaylaborough,Lake,Rainy,27.5,16.8,7.24,10.91,6.6,10.7,326,0.09,1,16.4,Low
WQ-21269,2025-02-08,North East,Nortonfort,Tap,Dry,25.4,23.5,7.27,16.36,7.66,11.86,194,0.076,2,16.9,Low
WQ-21270,2023-03-28,South South,East Megan,Tap,Rainy,24.8,53.1,7.42,21.32,7.31,9.45,174,0.027,4,16.8,Low
WQ-21271,2025-01-20,North West,New Stephen,Lake,Dry,22.8,43.4,10.17,15.72,4.98,20.18,142,0.128,3,27.9,Low
WQ-21272,2025-01-09,North East,Matthewville,Borehole,Dry,30.1,22.5,4.72,4.37,6.6,31.37,147,0.002,2,15.2,Low
WQ-21273,2024-07-14,South East,South Carolchester,Tap,Rainy,21.1,34.8,8.89,10.53,5.07,1.38,254,0.089,0,17.8,Low
WQ-21274,2025-03-16,South West,North Stephen,Borehole,Dry,32.1,72.6,6.5,10.88,5.26,4.93,41,0.072,2,14.6,Low
WQ-21275,2022-06-07,North West,Lake Matthewchester,Lake,Rainy,29.7,16.3,4.44,5.89,3.31,24.49,74,0.001,2,13.8,Low
WQ-21276,2025-07-17,North Central,New Keith,Well,Dry,21.0,112.7,8.34,13.32,6.09,12.88,253,0.017,3,19.5,Low
WQ-21277,2022-11-03,North Central,Johnsontown,Rainwater,Dry,27.3,79.3,6.99,7.98,3.38,35.69,219,0.014,2,17.2,Low
WQ-21278,2024-06-29,South West,West Amystad,Tap,Dry,27.9,23.4,5.35,3.98,8.45,7.3,128,0.017,1,9.8,Low
WQ-21279,2023-01-01,North East,Webbshire,Tap,Rainy,25.5,33.1,7.4,3.69,6.25,4.92,283,0.109,2,14.5,Low
WQ-21280,2024-10-14,North Central,New Jeremy,Tap,Dry,30.5,33.5,6.68,13.71,6.21,20.18,319,0.058,2,18.3,Low
WQ-21281,2024-07-19,North East,West Seth,Well,Rainy,28.3,69.7,6.86,17.31,6.34,19.1,102,0.048,4,18.1,Low
WQ-21282,2024-08-21,North Central,Allenhaven,Rainwater,Rainy,35.7,25.1,7.19,13.93,4.59,7.15,46,0.021,4,10.1,Low
WQ-21283,2024-07-17,North West,Tammybury,Well,Dry,28.9,6.7,6.64,6.62,7.14,15.8,104,0.087,2,13.2,Low
WQ-21284,2023-04-22,North Central,Port Harry,Tap,Dry,26.8,38.8,6.73,2.55,9.47,26.59,167,0.045,1,13.2,Low
WQ-21285,2022-09-30,South South,Lake George,River,Rainy,33.3,71.9,7.36,0.19,6.47,6.87,7,0.029,0,7.6,Low
WQ-21286,2025-10-12,South East,West Marymouth,Lake,Rainy,34.0,93.2,7.03,4.93,6.36,10.75,183,0.02,2,11.8,Low
WQ-21287,2023-11-25,North West,Stephenfort,Well,Rainy,23.7,3.5,7.88,5.59,3.3,6.93,89,0.017,2,7.4,Low
WQ-21288,2022-08-16,South East,Jamesfurt,Tap,Dry,24.0,70.3,6.55,10.69,5.5,25.44,15,0.043,0,16.3,Low
WQ-21289,2024-01-03,North East,South Lindaton,Borehole,Dry,26.1,53.7,6.56,16.3,5.04,10.67,143,0.035,2,15.4,Low
WQ-21290,2023-12-10,South East,Taylorchester,Well,Rainy,25.3,36.1,8.63,18.09,7.58,20.0,287,0.024,2,20.2,Low
WQ-21291,2022-02-11,North East,Butlerbury,Borehole,Rainy,30.3,57.6,6.85,12.33,6.69,19.22,225,0.029,2,15.7,Low
WQ-21292,2023-02-12,South East,North Kimberlytown,Lake,Rainy,35.0,7.4,5.34,11.35,5.91,19.59,42,0.063,1,16.2,Low
WQ-21293,2024-12-23,South West,East Mary,Rainwater,Dry,23.5,69.4,7.54,6.51,7.1,19.72,101,0.098,3,18.1,Low
WQ-21294,2022-01-20,South East,East Samuel,River,Rainy,28.1,30.6,7.7,25.04,5.54,5.15,33,0.1,1,19.9,Low
WQ-21295,2025-05-26,South East,New Heidichester,Lake,Rainy,30.1,75.9,7.54,24.73,2.86,5.04,210,0.02,2,18.5,Low
WQ-21296,2023-12-22,South West,Port Audreyland,River,Dry,22.2,44.2,4.74,6.78,5.8,11.14,23,0.01,1,12.4,Low
WQ-21297,2023-08-09,South South,Heathermouth,Lake,Dry,27.8,137.9,8.43,11.51,7.66,16.35,184,0.068,2,23.4,Low
WQ-21298,2023-05-29,North East,Smithport,River,Rainy,27.1,64.4,7.01,19.9,7.59,31.78,131,0.025,2,19.9,Low
WQ-21299,2025-11-10,South South,Frankland,River,Dry,25.6,23.9,6.07,10.86,5.03,32.98,122,0.013,2,15.8,Low
WQ-21300,2022-07-18,North East,New Leslie,Rainwater,Dry,30.7,61.4,7.07,11.29,4.22,17.08,170,0.034,3,14.7,Low
WQ-21301,2022-03-17,South West,Larsenberg,Tap,Dry,22.6,79.5,7.28,25.83,7.72,13.41,209,0.022,4,20.4,Low
WQ-21302,2024-12-11,South East,West Elizabeth,River,Rainy,29.2,28.8,4.98,14.81,6.31,1.05,258,0.091,1,19.5,Low
WQ-21303,2025-01-22,North Central,Thomasmouth,Lake,Dry,24.3,12.0,6.48,7.52,6.52,10.05,125,0.054,1,11.1,Low
WQ-21304,2025-01-18,South East,East Stevenmouth,Rainwater,Dry,30.0,61.5,7.4,20.46,4.12,15.12,22,0.049,1,17.9,Low
WQ-21305,2023-06-18,North East,South Larry,Rainwater,Rainy,28.9,35.4,7.64,1.45,4.78,13.72,359,0.046,0,12.8,Low
WQ-21306,2024-10-19,North East,Scottton,Well,Rainy,22.5,103.7,7.26,9.29,3.01,6.69,367,0.038,2,16.6,Low
WQ-21307,2022-10-01,South West,New Carrieberg,Lake,Dry,26.5,41.0,8.11,15.98,7.65,10.61,26,0.038,1,15.0,Low
WQ-21308,2023-03-23,South South,Port Elizabeth,Well,Dry,25.5,49.6,6.92,13.81,7.02,22.92,9,0.009,3,13.1,Low
WQ-21309,2024-01-24,South South,West Brian,Well,Dry,23.9,83.0,3.82,6.57,7.32,22.54,222,0.034,6,21.8,Low
WQ-21310,2022-01-14,South South,West Peggyhaven,Rainwater,Rainy,24.1,80.7,6.77,6.11,7.24,9.39,147,0.007,1,10.6,Low
WQ-21311,2025-03-08,North West,Kyliemouth,Rainwater,Dry,16.9,48.8,5.41,6.97,5.82,25.68,33,0.032,2,15.7,Low
WQ-21312,2023-03-25,North East,Levystad,Borehole,Rainy,30.6,87.2,8.61,9.56,6.91,2.74,423,0.106,0,22.6,Low
WQ-21313,2023-11-01,North East,West Stephen,River,Dry,34.7,75.7,6.63,13.31,4.13,26.8,325,0.131,2,26.3,Low
WQ-21314,2022-04-17,North Central,Lake Thomas,Rainwater,Rainy,31.7,16.1,7.85,13.79,6.61,14.01,132,0.027,0,13.5,Low
WQ-21315,2023-01-23,South South,Natashaville,Tap,Dry,24.0,110.4,7.36,10.53,8.61,22.46,272,0.037,1,19.7,Low
WQ-21316,2022-02-22,North East,Santanaborough,Well,Rainy,32.2,101.7,7.41,13.54,8.89,27.26,151,0.047,4,20.9,Low
WQ-21317,2025-02-06,South West,Kristaton,Well,Dry,26.9,33.8,7.4,15.82,6.17,19.35,193,0.101,4,20.5,Low
WQ-21318,2023-05-13,South West,East Samuelmouth,Rainwater,Dry,31.4,35.7,6.85,3.93,6.33,29.32,101,0.072,1,14.9,Low
WQ-21319,2025-10-23,North East,New Tinaton,River,Rainy,34.6,4.6,7.49,18.73,5.8,22.09,297,0.019,1,16.8,Low
WQ-21320,2025-10-01,South South,Hammondview,Tap,Dry,26.2,19.4,8.15,9.99,4.26,30.81,310,0.065,3,20.3,Low
WQ-21321,2024-12-09,South West,Gonzalesbury,River,Rainy,30.8,8.0,5.47,11.23,7.14,16.35,74,0.109,3,18.5,Low
WQ-21322,2025-06-08,North Central,West Anitachester,Well,Dry,32.2,7.7,5.12,8.32,5.25,12.66,251,0.073,1,16.9,Low
WQ-21323,2025-03-10,South West,South Michaelfort,Rainwater,Rainy,26.2,3.8,6.55,15.9,6.09,9.6,225,0.024,1,12.7,Low
WQ-21324,2023-08-03,South West,Kendraview,Rainwater,Dry,27.7,68.5,6.8,17.58,7.15,12.17,218,0.016,1,16.0,Low
WQ-21325,2023-10-25,South South,Powellhaven,Rainwater,Dry,27.1,98.8,7.21,11.43,7.23,11.36,56,0.011,1,13.2,Low
WQ-21326,2023-12-18,South South,Davidberg,Well,Dry,29.7,26.7,6.86,9.9,7.95,0.45,256,0.073,3,12.5,Low
WQ-21327,2023-07-16,North West,Lake Johnfort,Tap,Rainy,25.2,22.0,5.91,12.4,6.88,34.18,131,0.002,2,16.2,Low
WQ-21328,2023-01-10,South East,Port Jamie,Well,Dry,26.2,14.8,6.59,8.03,8.49,33.52,125,0.054,1,15.9,Low
WQ-21329,2022-03-18,South East,Lake Dana,River,Dry,28.6,38.2,7.68,9.72,7.04,18.49,290,0.098,1,19.6,Low
WQ-21330,2023-08-24,South East,Smithview,River,Rainy,32.5,84.9,7.26,8.66,7.27,18.41,39,0.07,1,16.5,Low
WQ-21331,2024-12-09,South East,Port Steven,Borehole,Rainy,24.7,35.2,7.59,9.22,5.73,15.72,116,0.072,2,15.2,Low
WQ-21332,2022-10-15,South East,Perkinsmouth,Borehole,Rainy,23.0,18.1,5.84,31.67,5.48,12.0,146,0.049,1,22.0,Low
WQ-21333,2023-07-10,South South,New Elizabeth,Lake,Dry,27.2,32.3,7.52,9.17,4.42,13.53,47,0.009,0,9.8,Low
WQ-21334,2025-05-21,South West,Rodneyberg,Rainwater,Dry,30.6,93.7,6.29,1.93,5.58,4.13,8,0.002,1,7.9,Low
WQ-21335,2025-07-13,North East,Port Cameron,Rainwater,Rainy,22.9,98.4,6.85,18.81,5.68,15.27,8,0.017,1,16.5,Low
WQ-21336,2023-03-16,North West,Maureentown,Tap,Rainy,22.6,30.3,5.98,20.22,4.78,15.01,141,0.007,1,16.0,Low
WQ-21337,2024-09-27,North East,West Kaylastad,Lake,Rainy,28.8,45.5,8.21,15.99,6.37,12.47,265,0.08,5,20.8,Low
WQ-21338,2024-11-11,South South,Laurenview,Rainwater,Dry,20.1,12.8,5.75,21.09,5.47,18.3,162,0.059,1,20.0,Low
WQ-21339,2022-03-25,North Central,Kylehaven,Well,Rainy,26.1,15.1,7.73,1.33,7.46,25.03,107,0.01,1,9.4,Low
WQ-21340,2023-02-12,North Central,Allenside,River,Dry,27.6,15.0,7.79,9.33,4.86,2.71,173,0.014,0,9.0,Low
WQ-21341,2023-07-08,South East,North Ashley,Tap,Dry,33.7,16.2,6.2,13.95,5.84,29.68,57,0.089,1,19.7,Low
WQ-21342,2024-10-06,South South,Rodriguezburgh,Borehole,Dry,21.9,30.9,6.47,12.04,4.05,18.63,131,0.016,4,13.2,Low
WQ-21343,2022-02-13,South South,Johnsonland,Rainwater,Rainy,27.9,58.8,5.77,4.21,4.98,9.31,145,0.043,0,13.0,Low
WQ-21344,2023-03-20,North West,North James,Tap,Rainy,24.8,21.4,7.35,23.02,8.72,9.09,3,0.012,1,13.0,Low
WQ-21345,2022-12-21,North Central,New Joanneville,Borehole,Dry,29.6,31.0,7.77,4.58,6.43,24.75,114,0.044,3,13.6,Low
WQ-21346,2023-04-13,South East,North Mark,Lake,Dry,25.8,16.7,8.79,3.36,8.21,22.46,156,0.062,1,15.6,Low
WQ-21347,2023-10-13,South East,Lake Tannermouth,River,Dry,16.0,40.1,6.34,24.17,5.62,36.44,278,0.026,1,24.1,Low
WQ-21348,2022-05-28,North West,South Steventon,Tap,Rainy,25.4,17.2,8.14,16.49,8.28,0.42,87,0.065,1,14.3,Low
WQ-21349,2022-11-01,South South,East Jennifer,Borehole,Dry,28.0,37.4,7.6,24.11,7.62,1.39,281,0.097,3,21.3,Low
WQ-21350,2022-08-28,North East,Paulhaven,River,Dry,28.7,21.5,5.48,13.33,6.76,15.94,167,0.069,3,18.3,Low
WQ-21351,2025-06-16,North East,West Anthonychester,Lake,Rainy,27.7,111.2,7.56,4.73,7.76,19.78,161,0.055,6,17.5,Low
WQ-21352,2025-02-10,South West,Lake Kellyborough,Lake,Dry,35.2,22.0,6.2,2.81,5.56,16.3,330,0.013,2,11.1,Low
WQ-21353,2024-08-25,South East,Ochoaburgh,Tap,Dry,26.8,3.4,5.13,4.21,6.53,0.51,85,0.068,1,10.7,Low
WQ-21354,2022-06-13,North Central,New Maryhaven,Rainwater,Rainy,26.0,58.1,4.41,10.58,5.54,19.11,59,0.008,3,17.0,Low
WQ-21355,2024-10-12,South West,Patrickburgh,Rainwater,Rainy,28.9,30.2,6.95,13.92,4.82,9.97,57,0.036,3,11.6,Low
WQ-21356,2024-04-21,North East,Tuckerland,Well,Dry,24.4,21.7,7.59,10.87,7.05,18.37,103,0.009,1,11.6,Low
WQ-21357,2023-12-19,South South,Lake Jeremiah,Well,Rainy,29.9,23.2,7.26,5.36,7.03,1.45,153,0.077,1,10.3,Low
WQ-21358,2025-03-06,South West,Heidiview,River,Rainy,21.9,9.6,6.65,19.23,5.17,13.41,209,0.094,1,19.0,Low
WQ-21359,2025-07-05,South South,New Davidland,Lake,Dry,23.5,36.9,6.44,18.31,7.84,23.26,238,0.056,5,20.4,Low
WQ-21360,2023-09-26,North Central,Thompsonborough,Well,Dry,19.0,105.3,7.81,4.3,6.62,0.95,79,0.037,0,11.8,Low
WQ-21361,2023-08-25,North Central,North Eileen,Well,Dry,27.5,40.7,7.52,22.43,7.75,11.19,25,0.014,0,14.8,Low
WQ-21362,2025-08-04,South East,Parrishport,Well,Dry,20.2,58.4,8.83,5.44,8.99,18.63,40,0.015,1,13.7,Low
WQ-21363,2022-04-13,North East,Petersontown,Borehole,Dry,31.7,43.1,8.5,7.48,8.42,3.88,61,0.027,2,11.0,Low
WQ-21364,2023-07-08,South East,West Amandaville,Lake,Dry,25.4,43.3,8.39,14.69,9.05,18.29,37,0.055,0,17.9,Low
WQ-21365,2022-05-27,North West,Port Kathleen,Tap,Rainy,26.4,66.7,8.51,14.68,6.71,33.37,178,0.016,3,21.3,Low
WQ-21366,2024-08-19,North East,Strongmouth,Rainwater,Dry,28.7,28.4,6.51,9.39,6.31,1.32,260,0.017,1,9.8,Low
WQ-21367,2024-07-20,South West,Christinaview,River,Rainy,30.1,74.2,8.43,17.83,7.31,18.15,194,0.01,3,19.5,Low
WQ-21368,2023-05-26,North West,Anneport,Lake,Rainy,29.0,15.1,6.53,18.95,5.6,23.3,253,0.043,2,18.7,Low
WQ-21369,2022-09-27,South West,Garymouth,River,Rainy,24.5,44.2,6.45,7.6,6.18,40.06,34,0.065,3,18.6,Low
WQ-21370,2024-06-21,North West,Brianborough,Lake,Dry,21.2,47.2,7.22,9.67,6.77,0.23,114,0.068,0,11.9,Low
WQ-21371,2024-09-11,South South,Lake Markfort,Borehole,Dry,27.9,102.7,6.95,26.8,5.73,13.09,114,0.094,1,24.9,Low
WQ-21372,2022-10-12,North Central,East Michael,Well,Dry,30.0,18.0,7.28,0.67,5.09,27.58,148,0.013,1,9.5,Low
WQ-21373,2025-12-07,South East,New Ernest,River,Rainy,27.8,39.1,4.98,21.44,6.67,4.49,218,0.081,2,22.2,Low
WQ-21374,2024-04-27,North East,East Daniel,Lake,Dry,21.4,20.6,8.48,10.83,7.38,14.47,0,0.006,0,11.3,Low
WQ-21375,2022-08-17,North East,Levychester,Rainwater,Rainy,23.7,33.2,5.75,11.45,5.59,11.65,108,0.012,1,12.6,Low
WQ-21376,2025-02-25,South East,West Karen,Borehole,Rainy,22.2,21.3,7.72,4.69,6.03,30.63,264,0.016,0,14.0,Low
WQ-21377,2023-11-26,North Central,South Charles,River,Dry,22.4,11.3,6.3,12.48,6.8,12.38,112,0.071,4,14.7,Low
WQ-21378,2024-11-04,South South,Tracyland,Borehole,Rainy,26.9,48.2,6.2,27.03,10.06,11.81,111,0.014,1,18.5,Low
WQ-21379,2022-11-11,North Central,East Lorifort,Borehole,Rainy,24.8,18.9,6.67,12.49,7.08,6.97,336,0.031,3,13.0,Low
WQ-21380,2022-01-26,North West,Leeside,Lake,Rainy,25.0,22.8,6.43,15.8,5.73,23.72,8,0.102,3,19.4,Low
WQ-21381,2025-08-10,North East,Jerryshire,Well,Rainy,26.4,92.4,5.08,4.81,5.3,24.08,237,0.001,1,17.5,Low
WQ-21382,2023-09-29,South South,Nathanbury,River,Rainy,29.8,40.9,7.9,9.14,7.91,0.37,86,0.01,2,8.8,Low
WQ-21383,2025-12-13,North East,Curtismouth,Borehole,Dry,23.1,34.5,7.44,7.95,8.86,27.56,142,0.042,0,15.1,Low
WQ-21384,2024-08-27,North East,Lake Matthewside,Lake,Rainy,27.6,10.2,9.09,1.9,6.25,8.93,81,0.077,6,12.8,Low
WQ-21385,2023-09-27,South South,New Theresaview,Tap,Dry,30.0,28.1,6.79,20.51,5.32,4.6,76,0.021,3,12.5,Low
